Order ID,Customer ID,Product,Category,Region,Sales Amount,Order Date
ORD1400,CUST19,Smartwatch,Accessories,West,351.44,2023-06-15
ORD1401,CUST50,Monitor,Electronics,South,88.47,2023-12-25
ORD1402,CUST7,Headphones,Accessories,East,313.08,2023-03-31
ORD1403,CUST96,Smartphone,Electronics,North,895.41,2023-06-23
ORD1404,CUST43,Smartwatch,Accessories,North,661.07,2023-05-02
ORD1405,CUST18,Monitor,Electronics,East,1344.37,2023-05-23
ORD1406,CUST79,Mouse,Accessories,East,1235.29,2023-04-16
ORD1407,CUST45,Smartwatch,Accessories,North,545.64,2023-11-01
ORD1408,CUST94,Monitor,Electronics,North,426.16,2023-12-26
ORD1409,CUST9,Mouse,Accessories,East,600.55,2023-11-13
ORD1410,CUST86,Headphones,Accessories,North,905.93,2023-05-03
ORD1411,CUST100,Smartwatch,Accessories,West,438.69,2023-01-09
ORD1412,CUST58,Mouse,Accessories,West,955.02,2023-09-19
ORD1413,CUST63,Smartphone,Electronics,East,643.65,2023-03-14
ORD1414,CUST29,Headphones,Accessories,South,850.47,2023-12-25
ORD1415,CUST92,Smartphone,Electronics,East,682.38,2023-08-11
ORD1416,CUST84,Keyboard,Accessories,East,476.98,2023-02-10
ORD1417,CUST39,Laptop,Electronics,South,1425.26,2023-07-23
ORD1418,CUST55,Smartwatch,Accessories,South,1157.23,2023-09-21
ORD1419,CUST53,Mouse,Accessories,South,253.16,2023-11-24
ORD1420,CUST97,Laptop,Electronics,West,1309.28,2023-06-27
ORD1421,CUST49,Laptop,Electronics,North,756.78,2023-12-14
ORD1422,CUST61,Mouse,Accessories,West,1347.1,2023-11-14
ORD1423,CUST26,Headphones,Accessories,North,1209.79,2023-03-25
ORD1424,CUST76,Smartwatch,Accessories,West,666.56,2023-11-14
ORD1425,CUST40,Keyboard,Accessories,North,82.58,2023-04-21
ORD1426,CUST2,Smartphone,Electronics,West,439.58,2023-09-08
ORD1427,CUST52,Monitor,Electronics,South,835.37,2023-01-07
ORD1428,CUST94,Smartphone,Electronics,East,968.54,2023-03-25
ORD1429,CUST22,Monitor,Electronics,West,423.94,2023-07-27
ORD1430,CUST53,Smartphone,Electronics,North,252.07,2023-11-10
ORD1431,CUST55,Mouse,Accessories,South,1260.65,2023-01-22
ORD1432,CUST6,Keyboard,Accessories,West,1477.38,2023-01-03
ORD1433,CUST35,Smartwatch,Accessories,West,812.25,2023-05-07
ORD1434,CUST81,Monitor,Electronics,South,298.93,2023-10-24
ORD1435,CUST14,Smartwatch,Accessories,West,444.85,2023-07-07
ORD1436,CUST34,Smartwatch,Accessories,East,76.67,2023-12-28
ORD1437,CUST16,Smartwatch,Accessories,West,1375.73,2023-01-14
ORD1438,CUST93,Tablet,Electronics,East,220.74,2023-01-12
ORD1439,CUST70,Headphones,Accessories,East,885.95,2023-03-28
ORD1440,CUST56,Smartphone,Electronics,South,447.38,2023-01-12
ORD1441,CUST69,Smartwatch,Accessories,West,853.56,2023-01-25
ORD1442,CUST9,Smartphone,Electronics,South,994.56,2023-10-28
ORD1443,CUST83,Smartwatch,Accessories,West,1253.13,2023-08-31
ORD1444,CUST32,Monitor,Electronics,West,349.31,2023-05-02
ORD1445,CUST33,Headphones,Accessories,North,65.94,2023-05-27
ORD1446,CUST14,Headphones,Accessories,West,248.48,2023-02-24
ORD1447,CUST54,Mouse,Accessories,South,1355.03,2023-08-26
ORD1448,CUST49,Tablet,Electronics,East,1317.14,2023-12-22
ORD1449,CUST69,Mouse,Accessories,West,916.25,2023-06-22
ORD1450,CUST73,Mouse,Accessories,North,920.75,2023-08-09
ORD1451,CUST3,Mouse,Accessories,South,1014.3,2023-04-29
ORD1452,CUST53,Mouse,Accessories,West,304.29,2023-11-05
ORD1453,CUST84,Mouse,Accessories,South,1375.9,2023-07-02
ORD1454,CUST28,Keyboard,Accessories,North,657.22,2023-10-15
ORD1455,CUST85,Headphones,Accessories,North,605.55,2023-11-03
ORD1456,CUST10,Mouse,Accessories,South,802.43,2023-10-27
ORD1457,CUST40,Smartwatch,Accessories,West,118.1,2023-03-23
ORD1458,CUST28,Headphones,Accessories,East,291.11,2023-07-30
ORD1459,CUST51,Headphones,Accessories,North,1120.15,2023-05-30
ORD1460,CUST100,Laptop,Electronics,West,170.06,2023-02-06
ORD1461,CUST30,Keyboard,Accessories,West,924.57,2023-12-18
ORD1462,CUST69,Mouse,Accessories,East,405.76,2023-11-08
ORD1463,CUST88,Smartphone,Electronics,North,614.48,2023-12-27
ORD1464,CUST26,Monitor,Electronics,North,468.61,2023-02-28
ORD1465,CUST91,Tablet,Electronics,West,565.73,2023-05-11
ORD1466,CUST62,Smartwatch,Accessories,West,1092.62,2023-07-21
ORD1467,CUST20,Smartphone,Electronics,East,480.83,2023-08-31
ORD1468,CUST36,Keyboard,Accessories,East,871.29,2023-02-04
ORD1469,CUST55,Monitor,Electronics,North,740.27,2023-04-03
ORD1470,CUST91,Keyboard,Accessories,South,1012.32,2023-07-26
ORD1471,CUST78,Smartwatch,Accessories,North,1408.4,2023-12-19
ORD1472,CUST19,Headphones,Accessories,West,1112.23,2023-11-28
ORD1473,CUST68,Monitor,Electronics,North,361.66,2023-11-01
ORD1474,CUST17,Headphones,Accessories,South,95.22,2023-12-16
ORD1475,CUST95,Smartwatch,Accessories,East,430.28,2023-08-01
ORD1476,CUST66,Smartphone,Electronics,South,912.86,2023-06-08
ORD1477,CUST19,Smartwatch,Accessories,South,124.57,2023-01-24
ORD1478,CUST7,Smartphone,Electronics,South,769.73,2023-10-20
ORD1479,CUST39,Monitor,Electronics,East,915.42,2023-01-04
ORD1480,CUST34,Monitor,Electronics,South,534.65,2023-08-08
ORD1481,CUST30,Mouse,Accessories,South,1167.82,2023-12-30
ORD1482,CUST23,Keyboard,Accessories,South,204.57,2023-01-20
ORD1483,CUST2,Mouse,Accessories,West,158.95,2023-06-01
ORD1484,CUST33,Keyboard,Accessories,South,1105.87,2023-02-19
ORD1485,CUST56,Mouse,Accessories,East,768.46,2023-06-26
ORD1486,CUST5,Headphones,Accessories,South,1048.18,2023-04-06
ORD1487,CUST47,Monitor,Electronics,South,680.5,2023-04-15
ORD1488,CUST45,Smartphone,Electronics,East,407.28,2023-09-07
ORD1489,CUST34,Keyboard,Accessories,South,1237.7,2023-04-27
ORD1490,CUST10,Smartwatch,Accessories,East,1209.15,2023-12-20
ORD1491,CUST17,Keyboard,Accessories,South,1057.31,2023-08-16
ORD1492,CUST47,Smartphone,Electronics,East,444.61,2023-03-07
ORD1493,CUST1,Mouse,Accessories,South,905.83,2023-12-01
ORD1494,CUST18,Keyboard,Accessories,South,573.41,2023-09-19
ORD1495,CUST96,Tablet,Electronics,West,182.79,2023-10-22
ORD1496,CUST47,Headphones,Accessories,West,1380.1,2023-08-31
ORD1497,CUST74,Monitor,Electronics,South,248.39,2023-07-05
ORD1498,CUST41,Smartphone,Electronics,South,1427.84,2023-09-03
ORD1499,CUST53,Monitor,Electronics,North,696.71,2023-05-05
